date,product,quantity_sold,price,customer_age,customer_segment,season,revenue
2023-05-13,Product_4,9,79.99718504629512,39,Premium,Fall,719.9746654166561
2023-05-13,Product_5,10,454.7325478893507,30,Premium,Spring,4547.325478893507
2023-05-13,Product_6,11,334.01999278381305,61,Mid-Range,Spring,3674.2199206219434
2023-05-13,Product_7,9,481.0596243944701,64,Mid-Range,Spring,4329.536619550231
2023-05-13,Product_8,12,243.8800673549313,42,Premium,Spring,2926.5608082591757
2023-05-13,Product_9,11,237.5092266123683,39,Premium,Summer,2612.6014927360516
2023-05-13,Product_10,9,204.91906072881724,55,Mid-Range,Fall,1844.271546559355
2023-05-13,Product_11,8,114.26851574137228,37,Mid-Range,Summer,914.1481259309783
2023-05-13,Product_12,10,220.38480902649596,49,Budget,Summer,2203.8480902649594
2023-05-13,Product_13,13,56.591843087137065,33,Premium,Spring,735.6939601327819
2023-05-13,Product_14,11,279.19097819314464,37,Premium,Fall,3071.100760124591
2023-05-13,Product_15,16,431.2445932032104,58,Premium,Fall,6899.913491251366
2023-05-13,Product_16,12,194.53853916077662,39,Premium,Spring,2334.4624699293195
2023-05-13,Product_17,7,92.58807043461061,59,Budget,Spring,648.1164930422743
2023-05-13,Product_18,14,488.1925955092806,55,Premium,Summer,6834.696337129928
2023-05-13,Product_19,16,108.03992399646162,62,Budget,Spring,1728.638783943386
2023-05-13,Product_20,10,287.91387355077467,54,Premium,Spring,2879.138735507747
2023-05-14,Product_1,13,414.13355926435383,32,Mid-Range,Summer,5383.7362704366
2023-05-14,Product_2,16,163.5553433278705,29,Premium,Spring,2616.885493245928
2023-05-14,Product_3,6,428.67029295303394,26,Mid-Range,Summer,2572.021757718204
2023-05-14,Product_4,6,300.66131331806963,54,Mid-Range,Fall,1803.9678799084177
2023-05-14,Product_5,9,199.37105594650302,61,Premium,Fall,1794.3395035185272
2023-05-14,Product_6,11,439.5601472587712,32,Budget,Spring,4835.1616198464835
2023-05-14,Product_7,10,329.9000689908279,61,Premium,Summer,3299.000689908279
2023-05-14,Product_8,11,326.92299196448766,39,Premium,Fall,3596.1529116093643
2023-05-14,Product_9,10,276.80437271143535,29,Premium,Summer,2768.0437271143537
2023-05-14,Product_10,8,173.63186921017973,44,Premium,Spring,1389.0549536814378
2023-05-14,Product_11,9,187.187200754785,36,Premium,Spring,1684.684806793065
2023-05-14,Product_12,11,89.63558278674378,64,Mid-Range,Fall,985.9914106541817
2023-05-14,Product_13,11,159.67566778223534,42,Premium,Fall,1756.4323456045886
2023-05-14,Product_14,8,175.02128871810453,27,Premium,Spring,1400.1703097448362
2023-05-14,Product_15,12,76.41567168415904,52,Premium,Winter,916.9880602099084
2023-05-14,Product_16,9,99.64163150560537,61,Budget,Summer,896.7746835504483
2023-05-14,Product_17,14,171.61384484196668,29,Mid-Range,Fall,2402.5938277875334
2023-05-14,Product_18,8,354.76363540386075,25,Budget,Fall,2838.109083230886
2023-05-14,Product_19,14,132.90574596405173,28,Budget,Summer,1860.6804434967244
2023-05-14,Product_20,9,284.8323199495402,56,Mid-Range,Summer,2563.490879545862
2023-05-15,Product_1,13,278.55646947298794,36,Premium,Summer,3621.234103148843
2023-05-15,Product_2,12,425.3171358306454,40,Mid-Range,Winter,5103.805629967745
2023-05-15,Product_3,15,324.1237124262154,41,Mid-Range,Summer,4861.855686393231
2023-05-15,Product_4,10,462.6495854122284,32,Premium,Winter,4626.495854122284
2023-05-15,Product_5,9,332.64561619193074,37,Mid-Range,Summer,2993.810545727377
2023-05-15,Product_6,4,61.48203700966262,42,Premium,Winter,245.92814803865048
2023-05-15,Product_7,8,221.6714323527529,31,Premium,Summer,1773.3714588220232
2023-05-15,Product_8,12,364.5715892252507,27,Premium,Winter,4374.859070703009
2023-05-15,Product_9,10,263.8048524887723,46,Mid-Range,Summer,2638.048524887723
2023-05-15,Product_10,14,238.72904141971136,64,Premium,Winter,3342.206579875959
2023-05-15,Product_11,12,352.19553390313763,29,Budget,Winter,4226.346406837652
2023-05-15,Product_12,17,178.57979584321905,50,Mid-Range,Spring,3035.8565293347237
2023-05-15,Product_13,13,459.0401142613266,40,Budget,Fall,5967.521485397246
2023-05-15,Product_14,16,235.9146204457628,31,Budget,Summer,3774.633927132205
2023-05-15,Product_15,13,334.04801491288976,40,Budget,Spring,4342.624193867567
2023-05-15,Product_16,9,492.0499699565879,54,Mid-Range,Winter,4428.449729609291
2023-05-15,Product_17,13,403.4661034793127,39,Premium,Fall,5245.059345231065
2023-05-15,Product_18,8,289.23042144717107,46,Budget,Spring,2313.8433715773685
2023-05-15,Product_19,10,436.72441471224585,53,Budget,Spring,4367.244147122458
2023-05-15,Product_20,8,302.1969733111008,19,Premium,Winter,2417.5757864888064
2023-05-16,Product_1,12,248.74404558257262,37,Premium,Spring,2984.9285469908714
2023-05-16,Product_2,11,443.0538252490979,22,Budget,Spring,4873.592077740077
2023-05-16,Product_3,12,62.21991060092433,44,Budget,Spring,746.638927211092
2023-05-16,Product_4,14,233.359761543444,20,Mid-Range,Spring,3267.036661608216
2023-05-16,Product_5,8,204.34660995616073,35,Premium,Winter,1634.7728796492859
2023-05-16,Product_6,10,371.3388378629369,30,Premium,Winter,3713.388378629369
2023-05-16,Product_7,9,55.66379681921614,39,Mid-Range,Spring,500.97417137294525
2023-05-16,Product_8,5,347.38361546201327,30,Mid-Range,Summer,1736.9180773100663
2023-05-16,Product_9,7,205.86255616606022,29,Mid-Range,Summer,1441.0378931624216
2023-05-16,Product_10,7,94.05202056930707,49,Budget,Spring,658.3641439851496
2023-05-16,Product_11,11,491.14885178100616,53,Mid-Range,Winter,5402.637369591068
2023-05-16,Product_12,10,145.502932032847,24,Mid-Range,Fall,1455.02932032847
2023-05-16,Product_13,11,207.10846802643513,23,Budget,Fall,2278.1931482907867
2023-05-16,Product_14,10,143.1709651757207,57,Budget,Spring,1431.7096517572072
2023-05-16,Product_15,13,347.89603878140997,54,Premium,Fall,4522.648504158329
2023-05-16,Product_16,6,402.1323413306702,23,Budget,Winter,2412.7940479840213
2023-05-16,Product_17,9,437.28837558871146,42,Premium,Summer,3935.595380298403
2023-05-16,Product_18,10,189.9491980748736,44,Mid-Range,Fall,1899.491980748736
2023-05-16,Product_19,16,286.0490261891823,22,Premium,Spring,4576.784419026917
2023-05-16,Product_20,7,348.46593118528597,36,Budget,Spring,2439.2615182970017
2023-05-17,Product_1,9,333.2844388041759,26,Premium,Winter,2999.559949237583
2023-05-17,Product_2,10,372.2122371271124,57,Premium,Fall,3722.1223712711244
2023-05-17,Product_3,8,396.37728664013963,18,Premium,Winter,3171.018293121117
2023-05-17,Product_4,6,93.86301023208676,63,Budget,Summer,563.1780613925206
2023-05-17,Product_5,11,125.73996111124922,26,Premium,Summer,1383.1395722237414
2023-05-17,Product_6,17,380.4444722813401,56,Mid-Range,Spring,6467.556028782782
2023-05-17,Product_7,6,264.50399025944137,27,Mid-Range,Spring,1587.0239415566482
2023-05-17,Product_8,14,242.1652059826574,60,Mid-Range,Fall,3390.3128837572035
2023-05-17,Product_9,17,254.9480562849174,31,Mid-Range,Fall,4334.116956843596
2023-05-17,Product_10,8,217.41170604411215,63,Premium,Winter,1739.2936483528972
2023-05-17,Product_11,12,315.9803806614467,57,Mid-Range,Summer,3791.7645679373604
2023-05-17,Product_12,6,195.49649419491917,42,Premium,Summer,1172.978965169515
2023-05-17,Product_13,8,336.5669302659045,36,Budget,Spring,2692.535442127236
2023-05-17,Product_14,8,141.1867019834631,34,Premium,Fall,1129.4936158677049
2023-05-17,Product_15,8,390.9600111270904,35,Budget,Fall,3127.6800890167233
2023-05-17,Product_16,3,401.7199885584128,63,Budget,Summer,1205.1599656752385
2023-05-17,Product_17,12,310.3343673010907,57,Mid-Range,Winter,3724.0124076130887
2023-05-17,Product_18,7,216.19555823729468,26,Mid-Range,Winter,1513.3689076610626
2023-05-17,Product_19,12,56.478457956587725,18,Budget,Winter,677.7414954790527
2023-05-17,Product_20,13,104.68961260309102,23,Mid-Range,Summer,1360.9649638401834
2023-05-18,Product_1,7,85.85915575490039,55,Premium,Fall,601.0140902843027
2023-05-18,Product_2,10,54.59226131698966,55,Mid-Range,Fall,545.9226131698965
2023-05-18,Product_3,11,374.99889735540637,56,Premium,Winter,4124.98787090947
2023-05-18,Product_4,9,480.2300419713772,34,Mid-Range,Spring,4322.070377742395
2023-05-18,Product_5,8,55.02571938446674,26,Premium,Summer,440.2057550757339
2023-05-18,Product_6,13,100.7107708079588,28,Budget,Summer,1309.2400205034644
2023-05-18,Product_7,11,437.30413670744207,35,Mid-Range,Fall,4810.345503781863
2023-05-18,Product_8,6,359.8260122643087,62,Premium,Winter,2158.956073585852
2023-05-18,Product_9,7,232.11967842333632,63,Premium,Fall,1624.8377489633542
2023-05-18,Product_10,10,496.758432860292,54,Premium,Fall,4967.584328602919
2023-05-18,Product_11,12,308.12960380549777,24,Budget,Summer,3697.5552456659734
2023-05-18,Product_12,5,351.31955573724264,52,Budget,Spring,1756.5977786862131
2023-05-18,Product_13,6,343.92936507598074,61,Premium,Spring,2063.5761904558844
2023-05-18,Product_14,9,150.21573354000236,24,Mid-Range,Fall,1351.9416018600214
2023-05-18,Product_15,6,269.6559843998715,56,Mid-Range,Summer,1617.935906399229
2023-05-18,Product_16,8,147.38508434764645,28,Budget,Fall,1179.0806747811716
2023-05-18,Product_17,14,279.25903859343066,27,Premium,Summer,3909.6265403080292
2023-05-18,Product_18,13,63.85154846387278,51,Premium,Summer,830.0701300303461
2023-05-18,Product_19,8,221.8816295832616,41,Mid-Range,Summer,1775.0530366660928
2023-05-18,Product_20,7,217.49453279981083,29,Budget,Summer,1522.461729598676
2023-05-19,Product_1,10,181.23377983332114,26,Premium,Spring,1812.3377983332114
2023-05-19,Product_2,4,85.6530239743567,39,Budget,Fall,342.6120958974268
2023-05-19,Product_3,7,396.9351771180962,55,Budget,Fall,2778.546239826673
2023-05-19,Product_4,7,239.2046889296144,63,Premium,Spring,1674.432822507301
2023-05-19,Product_5,16,416.28793044255957,49,Premium,Spring,6660.606887080953
2023-05-19,Product_6,8,426.0772570647015,25,Budget,Summer,3408.618056517612
2023-05-19,Product_7,3,146.11882545580534,38,Budget,Spring,438.356476367416
2023-05-19,Product_8,11,239.59855120947077,33,Premium,Spring,2635.5840633041785
2023-05-19,Product_9,16,374.4383023440659,50,Mid-Range,Summer,5991.012837505054
2023-05-19,Product_10,12,274.77326915370344,59,Budget,Winter,3297.279229844441
2023-05-19,Product_11,10,434.780703681337,42,Mid-Range,Spring,4347.80703681337
2023-05-19,Product_12,9,307.20605347103293,56,Budget,Summer,2764.8544812392965
2023-05-19,Product_13,8,333.31143553635496,23,Budget,Summer,2666.4914842908397
2023-05-19,Product_14,10,404.16055904511734,21,Budget,Fall,4041.605590451173
2023-05-19,Product_15,7,104.99994843283007,40,Premium,Spring,734.9996390298105
2023-05-19,Product_16,12,312.9117070631246,26,Premium,Fall,3754.940484757495
2023-05-19,Product_17,10,88.44344094386642,53,Premium,Fall,884.4344094386643
2023-05-19,Product_18,10,167.24800559166738,28,Mid-Range,Fall,1672.4800559166738
2023-05-19,Product_19,10,145.65726789106046,52,Mid-Range,Winter,1456.5726789106045
2023-05-19,Product_20,7,305.18424079782824,29,Mid-Range,Fall,2136.2896855847976
2023-05-20,Product_1,12,429.75607027570373,52,Premium,Spring,5157.072843308445
2023-05-20,Product_2,5,109.76432429773216,24,Budget,Summer,548.8216214886608
2023-05-20,Product_3,6,395.7784374411882,46,Budget,Summer,2374.6706246471294
2023-05-20,Product_4,10,114.379756440237,38,Mid-Range,Summer,1143.79756440237
2023-05-20,Product_5,11,135.3522707817921,20,Premium,Summer,1488.8749785997131
2023-05-20,Product_6,9,462.6230887647796,41,Premium,Summer,4163.607798883017
2023-05-20,Product_7,12,54.378119977994594,47,Budget,Summer,652.5374397359351
2023-05-20,Product_8,8,138.7148185550924,44,Premium,Fall,1109.7185484407391
2023-05-20,Product_9,11,147.00024107528827,46,Mid-Range,Summer,1617.002651828171
2023-05-20,Product_10,13,176.84625352143945,47,Premium,Spring,2299.001295778713
2023-05-20,Product_11,8,213.53526819249626,53,Mid-Range,Fall,1708.28214553997
2023-05-20,Product_12,12,96.43010532742949,40,Mid-Range,Fall,1157.1612639291538
2023-05-20,Product_13,11,260.80442594736525,54,Mid-Range,Winter,2868.8486854210178
2023-05-20,Product_14,9,229.70766531375008,43,Mid-Range,Fall,2067.3689878237506
2023-05-20,Product_15,6,331.2202149118623,53,Budget,Winter,1987.3212894711737
2023-05-20,Product_16,9,440.3829353309156,45,Premium,Winter,3963.4464179782403
2023-05-20,Product_17,10,183.97411706115076,54,Premium,Summer,1839.7411706115076
2023-05-20,Product_18,8,295.91949841681753,21,Budget,Winter,2367.3559873345403
2023-05-20,Product_19,5,217.11981656308316,46,Budget,Summer,1085.5990828154158
2023-05-20,Product_20,7,68.11262648974838,61,Premium,Fall,476.78838542823866
2023-05-21,Product_1,9,419.4839138571918,31,Budget,Spring,3775.3552247147263
2023-05-21,Product_2,10,335.3973979963723,61,Premium,Spring,3353.973979963723
2023-05-21,Product_3,5,50.97752166887735,62,Budget,Summer,254.88760834438676
2023-05-21,Product_4,12,162.30737309117748,54,Budget,Winter,1947.6884770941297
2023-05-21,Product_5,8,189.04523224503953,50,Premium,Summer,1512.3618579603162
2023-05-21,Product_6,7,415.1891932390138,48,Mid-Range,Summer,2906.3243526730967
2023-05-21,Product_7,7,392.32094468301403,31,Budget,Fall,2746.246612781098
2023-05-21,Product_8,8,228.26473346098382,42,Mid-Range,Summer,1826.1178676878706
2023-05-21,Product_9,11,120.80399732539034,26,Mid-Range,Spring,1328.8439705792937
2023-05-21,Product_10,6,223.71446866161847,42,Budget,Fall,1342.286811969711
2023-05-21,Product_11,8,414.5658450795276,58,Mid-Range,Fall,3316.526760636221
2023-05-21,Product_12,10,253.57611214249388,63,Premium,Winter,2535.7611214249387
2023-05-21,Product_13,11,102.14158472863477,42,Premium,Fall,1123.5574320149824
2023-05-21,Product_14,10,67.34636258047577,47,Mid-Range,Spring,673.4636258047577
2023-05-21,Product_15,8,200.00087253054355,37,Premium,Winter,1600.0069802443484
2023-05-21,Product_16,11,116.76326495938076,40,Budget,Spring,1284.3959145531885
2023-05-21,Product_17,7,385.26853030774356,18,Mid-Range,Summer,2696.8797121542048
2023-05-21,Product_18,10,175.4405663090429,32,Budget,Winter,1754.405663090429
2023-05-21,Product_19,15,444.85386393174315,38,Budget,Fall,6672.807958976147
2023-05-21,Product_20,9,327.80718021924116,47,Premium,Fall,2950.2646219731705
2023-05-22,Product_1,11,227.14869191645545,28,Mid-Range,Spring,2498.6356110810098
2023-05-22,Product_2,13,324.5258994460807,43,Premium,Spring,4218.836692799049
2023-05-22,Product_3,14,182.82828786459478,47,Premium,Winter,2559.596030104327
2023-05-22,Product_4,9,113.59574556700034,26,Mid-Range,Spring,1022.361710103003
2023-05-22,Product_5,12,483.87991771552976,22,Budget,Summer,5806.559012586357
2023-05-22,Product_6,14,303.42265049735784,64,Mid-Range,Spring,4247.91710696301
2023-05-22,Product_7,8,53.29765456466209,64,Budget,Fall,426.3812365172967
2023-05-22,Product_8,9,189.64139283300912,51,Mid-Range,Summer,1706.7725354970821
2023-05-22,Product_9,9,121.79052235654756,50,Premium,Winter,1096.114701208928
2023-05-22,Product_10,11,166.1824909352924,51,Mid-Range,Winter,1828.0074002882166
2023-05-22,Product_11,5,75.07198388009067,18,Premium,Summer,375.35991940045335
2023-05-22,Product_12,8,160.28853258854681,32,Budget,Fall,1282.3082607083745
2023-05-22,Product_13,14,357.3572452397525,48,Premium,Winter,5003.001433356535
2023-05-22,Product_14,7,419.2742963262892,29,Mid-Range,Winter,2934.9200742840244
2023-05-22,Product_15,10,206.32640793462593,24,Mid-Range,Spring,2063.264079346259
2023-05-22,Product_16,6,285.10958684679326,62,Mid-Range,Fall,1710.6575210807596
2023-05-22,Product_17,9,68.80576860958132,50,Premium,Spring,619.2519174862318
2023-05-22,Product_18,11,90.8603601910262,59,Premium,Summer,999.4639621012882
2023-05-22,Product_19,8,298.36586385202696,49,Budget,Fall,2386.9269108162157
2023-05-22,Product_20,13,428.2596098756368,22,Mid-Range,Winter,5567.3749283832785
2023-05-23,Product_1,9,89.5945842742862,55,Budget,Spring,806.3512584685759
2023-05-23,Product_2,11,238.34600086370634,22,Mid-Range,Summer,2621.8060095007695
2023-05-23,Product_3,9,486.6911005325662,34,Premium,Fall,4380.219904793096
2023-05-23,Product_4,11,382.45664541880745,24,Premium,Winter,4207.023099606882
2023-05-23,Product_5,11,138.92144912609325,42,Budget,Spring,1528.1359403870258
2023-05-23,Product_6,5,178.32842022462603,42,Mid-Range,Summer,891.6421011231301
2023-05-23,Product_7,7,476.56230461214096,20,Budget,Winter,3335.936132284987
2023-05-23,Product_8,13,149.4444618836844,53,Mid-Range,Fall,1942.778004487897
2023-05-23,Product_9,9,248.4083218958314,45,Premium,Summer,2235.6748970624826
2023-05-23,Product_10,7,210.02452411417286,40,Budget,Winter,1470.17166879921
2023-05-23,Product_11,6,270.5174743860196,25,Premium,Summer,1623.1048463161178
2023-05-23,Product_12,13,156.46108413479723,48,Mid-Range,Spring,2033.994093752364
2023-05-23,Product_13,17,350.75769348395977,38,Premium,Summer,5962.880789227316
2023-05-23,Product_14,12,155.56594377609775,62,Premium,Winter,1866.791325313173
2023-05-23,Product_15,11,320.94560945742774,52,Budget,Winter,3530.401704031705
2023-05-23,Product_16,7,210.99619017340947,58,Premium,Fall,1476.9733312138662
2023-05-23,Product_17,10,163.16425936693173,58,Mid-Range,Fall,1631.6425936693172
2023-05-23,Product_18,12,362.75118378194077,59,Mid-Range,Fall,4353.01420538329
2023-05-23,Product_19,10,484.35790030708654,46,Premium,Summer,4843.579003070865
2023-05-23,Product_20,15,441.21894870700515,20,Budget,Spring,6618.284230605077
2023-05-24,Product_1,13,89.07592663387473,61,Mid-Range,Fall,1157.9870462403715
2023-05-24,Product_2,9,254.4862046844659,42,Budget,Winter,2290.375842160193
2023-05-24,Product_3,6,362.6509757690473,19,Mid-Range,Summer,2175.9058546142837
2023-05-24,Product_4,11,303.17712862527776,61,Premium,Summer,3334.9484148780552
2023-05-24,Product_5,15,376.8605749114309,58,Mid-Range,Summer,5652.908623671463
2023-05-24,Product_6,12,488.8040638105658,51,Budget,Spring,5865.64876572679
2023-05-24,Product_7,10,204.02231441216995,32,Premium,Fall,2040.2231441216995
2023-05-24,Product_8,9,396.8929215837075,56,Budget,Summer,3572.0362942533675
2023-05-24,Product_9,10,92.33209284659266,56,Budget,Summer,923.3209284659266
2023-05-24,Product_10,7,441.3867049486169,57,Mid-Range,Spring,3089.706934640318
2023-05-24,Product_11,7,400.29450906253044,64,Budget,Summer,2802.061563437713
2023-05-24,Product_12,12,284.43535655126755,29,Premium,Winter,3413.2242786152106
2023-05-24,Product_13,8,419.4650615045726,41,Premium,Summer,3355.7204920365807
2023-05-24,Product_14,7,349.9805503647034,23,Budget,Summer,2449.8638525529236
2023-05-24,Product_15,8,298.50180473270984,23,Premium,Winter,2388.0144378616787
2023-05-24,Product_16,8,475.7002303656791,54,Premium,Summer,3805.6018429254327
2023-05-24,Product_17,15,108.61934765476016,43,Premium,Summer,1629.2902148214025
2023-05-24,Product_18,7,496.83545234674307,20,Mid-Range,Winter,3477.8481664272012
2023-05-24,Product_19,8,119.49479467822685,49,Premium,Summer,955.9583574258148
2023-05-24,Product_20,19,266.0791828936493,63,Premium,Winter,5055.504474979337
2023-05-25,Product_1,14,154.13494858544914,35,Premium,Summer,2157.889280196288
2023-05-25,Product_2,6,172.3611422491802,45,Premium,Winter,1034.1668534950813
2023-05-25,Product_3,10,334.3243869713282,50,Budget,Fall,3343.243869713282
2023-05-25,Product_4,15,65.61956425402006,34,Premium,Winter,984.293463810301
2023-05-25,Product_5,10,473.3360504086298,49,Premium,Summer,4733.360504086298
2023-05-25,Product_6,12,175.82995575447936,29,Budget,Spring,2109.9594690537524
2023-05-25,Product_7,8,172.6396543918658,54,Budget,Fall,1381.1172351349264
2023-05-25,Product_8,3,438.60367846454875,38,Premium,Winter,1315.8110353936463
2023-05-25,Product_9,9,394.1762839823007,19,Premium,Winter,3547.586555840706
2023-05-25,Product_10,9,352.27486894440005,43,Mid-Range,Winter,3170.4738204996006
2023-05-25,Product_11,6,115.86130277121346,56,Budget,Summer,695.1678166272808
2023-05-25,Product_12,10,396.32752359770075,34,Mid-Range,Summer,3963.2752359770075
2023-05-25,Product_13,8,212.34483109836037,53,Budget,Summer,1698.758648786883
2023-05-25,Product_14,4,497.2498912984106,51,Premium,Winter,1988.9995651936424
2023-05-25,Product_15,12,352.0622952614462,36,Budget,Spring,4224.747543137354
2023-05-25,Product_16,10,426.1518835107463,49,Premium,Fall,4261.518835107463
2023-05-25,Product_17,13,380.20338124909324,39,Mid-Range,Summer,4942.643956238212
2023-05-25,Product_18,9,317.40725423516903,62,Mid-Range,Fall,2856.6652881165214
2023-05-25,Product_19,11,372.3435743519018,56,Mid-Range,Spring,4095.77931787092
2023-05-25,Product_20,14,318.8677230668099,35,Budget,Summer,4464.1481229353385
2023-05-26,Product_1,13,73.03936579158233,41,Budget,Winter,949.5117552905702
2023-05-26,Product_2,14,205.48541329600639,18,Premium,Summer,2876.7957861440896
2023-05-26,Product_3,10,192.38788345030102,58,Premium,Winter,1923.8788345030102
2023-05-26,Product_4,4,371.28794363257146,19,Premium,Spring,1485.1517745302858
2023-05-26,Product_5,16,309.2779403732932,57,Premium,Summer,4948.447045972691
2023-05-26,Product_6,11,324.71996121500285,41,Budget,Fall,3571.9195733650313
2023-05-26,Product_7,5,431.14171154769724,57,Premium,Fall,2155.708557738486
2023-05-26,Product_8,12,286.3882125086348,19,Mid-Range,Summer,3436.658550103618
2023-05-26,Product_9,8,148.22473991274737,44,Premium,Summer,1185.797919301979
2023-05-26,Product_10,7,55.59785458013445,19,Mid-Range,Summer,389.18498206094114
2023-05-26,Product_11,16,121.77389007101416,40,Mid-Range,Fall,1948.3822411362266
2023-05-26,Product_12,9,63.7605910995215,50,Budget,Fall,573.8453198956935
2023-05-26,Product_13,8,156.67921334451853,51,Premium,Winter,1253.4337067561482
2023-05-26,Product_14,11,335.74873602454875,49,Premium,Fall,3693.2360962700363
2023-05-26,Product_15,3,118.13853026157699,20,Budget,Spring,354.41559078473097
2023-05-26,Product_16,10,86.86545339532807,44,Premium,Fall,868.6545339532807
2023-05-26,Product_17,10,486.88456400411854,29,Budget,Summer,4868.845640041185
2023-05-26,Product_18,7,498.60726076738047,25,Mid-Range,Fall,3490.2508253716633
2023-05-26,Product_19,15,336.66058052700856,37,Budget,Fall,5049.908707905129
2023-05-26,Product_20,5,98.85487714452478,34,Premium,Fall,494.2743857226239
2023-05-27,Product_1,16,419.68428444360626,62,Budget,Spring,6714.9485510977
2023-05-27,Product_2,10,292.64616181368456,50,Budget,Spring,2926.4616181368456
2023-05-27,Product_3,5,131.93312157447997,28,Mid-Range,Spring,659.6656078723998
2023-05-27,Product_4,15,309.0614880722302,26,Budget,Spring,4635.9223210834525
2023-05-27,Product_5,12,67.72195547294766,51,Premium,Fall,812.6634656753719
2023-05-27,Product_6,11,487.61199956274214,61,Mid-Range,Summer,5363.731995190164
2023-05-27,Product_7,12,421.68447461453934,60,Mid-Range,Summer,5060.213695374472
2023-05-27,Product_8,10,167.3496128544112,24,Budget,Summer,1673.4961285441118
2023-05-27,Product_9,8,238.5103514442262,33,Premium,Summer,1908.0828115538095
2023-05-27,Product_10,6,227.87761122523122,44,Budget,Fall,1367.2656673513873
2023-05-27,Product_11,6,437.6723774195866,32,Budget,Spring,2626.0342645175197
2023-05-27,Product_12,7,209.5854640220163,41,Budget,Fall,1467.0982481541141
2023-05-27,Product_13,8,71.59107497818427,54,Budget,Spring,572.7285998254741
2023-05-27,Product_14,15,146.60998241166675,57,Premium,Winter,2199.149736175001
2023-05-27,Product_15,11,147.00634585932016,36,Mid-Range,Winter,1617.0698044525218
2023-05-27,Product_16,9,477.1584715983738,40,Budget,Fall,4294.426244385364
2023-05-27,Product_17,12,465.8246456042847,56,Mid-Range,Spring,5589.895747251416
2023-05-27,Product_18,8,185.26697914646937,48,Premium,Winter,1482.135833171755
2023-05-27,Product_19,10,51.24519504931466,47,Budget,Spring,512.4519504931466
2023-05-27,Product_20,7,282.64893391066875,24,Mid-Range,Winter,1978.5425373746812
2023-05-28,Product_1,8,408.75796484276003,62,Premium,Winter,3270.0637187420803
2023-05-28,Product_2,8,170.87224187605113,20,Mid-Range,Winter,1366.977935008409
2023-05-28,Product_3,15,247.56981172226762,55,Mid-Range,Winter,3713.547175834014
2023-05-28,Product_4,10,127.75514205502779,47,Premium,Spring,1277.551420550278
2023-05-28,Product_5,14,197.32787128231493,27,Budget,Winter,2762.590197952409
2023-05-28,Product_6,17,391.4838512901007,51,Mid-Range,Spring,6655.225471931712
2023-05-28,Product_7,10,242.72657358821948,30,Mid-Range,Winter,2427.265735882195
2023-05-28,Product_8,9,251.2718796933797,56,Premium,Winter,2261.4469172404174
2023-05-28,Product_9,12,405.29824096616625,30,Budget,Winter,4863.578891593995
2023-05-28,Product_10,16,393.33773404060435,42,Budget,Spring,6293.4037446496695
2023-05-28,Product_11,7,134.21875762056945,58,Mid-Range,Summer,939.5313033439861
2023-05-28,Product_12,2,236.87248073706988,51,Budget,Spring,473.74496147413976
2023-05-28,Product_13,5,431.9860262956901,57,Mid-Range,Fall,2159.9301314784507
2023-05-28,Product_14,7,255.5319571000261,57,Budget,Fall,1788.7236997001826
2023-05-28,Product_15,7,347.79356731717155,57,Mid-Range,Summer,2434.554971220201
2023-05-28,Product_16,5,187.68296718964808,51,Premium,Fall,938.4148359482404
2023-05-28,Product_17,7,76.80135270287508,32,Mid-Range,Summer,537.6094689201256
2023-05-28,Product_18,15,124.20456419575783,20,Premium,Spring,1863.0684629363673
2023-05-28,Product_19,8,230.77440146574054,63,Budget,Fall,1846.1952117259243
2023-05-28,Product_20,9,209.0601627750126,39,Budget,Winter,1881.5414649751133
2023-05-29,Product_1,9,453.03834235600664,51,Premium,Winter,4077.3450812040596
2023-05-29,Product_2,16,295.5302017157409,22,Budget,Spring,4728.483227451854
2023-05-29,Product_3,11,332.21992869234793,58,Premium,Summer,3654.4192156158274
2023-05-29,Product_4,7,359.9072216132808,39,Premium,Spring,2519.3505512929655
2023-05-29,Product_5,6,289.23166867714616,46,Mid-Range,Winter,1735.3900120628768
2023-05-29,Product_6,11,396.3405512172359,25,Mid-Range,Summer,4359.746063389594
2023-05-29,Product_7,9,402.39521794965026,51,Mid-Range,Fall,3621.556961546852
2023-05-29,Product_8,11,208.12368730220942,21,Premium,Summer,2289.3605603243036
2023-05-29,Product_9,4,88.1533190715057,42,Mid-Range,Summer,352.6132762860228
2023-05-29,Product_10,13,493.8594027545149,40,Premium,Spring,6420.172235808694
2023-05-29,Product_11,14,339.1793152350755,42,Mid-Range,Spring,4748.5104132910565
2023-05-29,Product_12,5,369.01223292346305,51,Mid-Range,Summer,1845.0611646173152
2023-05-29,Product_13,8,390.51320293410555,61,Premium,Winter,3124.1056234728444
2023-05-29,Product_14,13,325.83353976805944,23,Mid-Range,Fall,4235.836016984773
2023-05-29,Product_15,10,261.905661273087,51,Premium,Fall,2619.05661273087
2023-05-29,Product_16,9,493.1013624167215,38,Budget,Summer,4437.912261750494
2023-05-29,Product_17,6,377.4458345310683,61,Premium,Winter,2264.67500718641
2023-05-29,Product_18,3,430.6319427004183,47,Premium,Spring,1291.895828101255
2023-05-29,Product_19,7,247.85391718486173,20,Mid-Range,Spring,1734.977420294032
2023-05-29,Product_20,9,457.14987459083596,32,Budget,Winter,4114.348871317524
